NAME,year,state,place,age group,frequency
"Blacksburg town, Virginia",2019,Virginia,7784,Male|private college/graduate school|>= 35,66
"Blacksburg town, Virginia",2019,Virginia,7784,Male|None|All,7397
"Blacksburg town, Virginia",2019,Virginia,7784,Male|None|15 - 17,300
"Blacksburg town, Virginia",2019,Virginia,7784,Male|None|18 - 24,876
"Blacksburg town, Virginia",2019,Virginia,7784,Male|None|25 - 34,1442
"Blacksburg town, Virginia",2019,Virginia,7784,Male|None|>= 35,4779
"Blacksburg town, Virginia",2019,Virginia,7784,Female|All|All,18604
"Blacksburg town, Virginia",2019,Virginia,7784,Female|public college/graduate school|All,10550
"Blacksburg town, Virginia",2019,Virginia,7784,Female|public college/graduate school|15 - 17,62
"Blacksburg town, Virginia",2019,Virginia,7784,Female|public college/graduate school|18 - 24,9038
"Blacksburg town, Virginia",2019,Virginia,7784,Female|public college/graduate school|25 - 34,1119
"Blacksburg town, Virginia",2019,Virginia,7784,Female|public college/graduate school|>= 35,331
"Blacksburg town, Virginia",2019,Virginia,7784,Female|private college/graduate school|All,427
"Blacksburg town, Virginia",2019,Virginia,7784,Female|private college/graduate school|15 - 17,0
"Blacksburg town, Virginia",2019,Virginia,7784,Female|private college/graduate school|18 - 24,204
"Blacksburg town, Virginia",2019,Virginia,7784,Female|private college/graduate school|25 - 34,199
"Blacksburg town, Virginia",2019,Virginia,7784,Female|private college/graduate school|>= 35,24
"Blacksburg town, Virginia",2019,Virginia,7784,Female|None|All,7627
"Blacksburg town, Virginia",2019,Virginia,7784,Female|None|15 - 17,374
"Blacksburg town, Virginia",2019,Virginia,7784,Female|None|18 - 24,654
"Blacksburg town, Virginia",2019,Virginia,7784,Female|None|25 - 34,1606
"Blacksburg town, Virginia",2019,Virginia,7784,Female|None|>= 35,4993
"Blacksburg town, Virginia",2020,Virginia,7784,All|All|All,40617
"Blacksburg town, Virginia",2020,Virginia,7784,Male|All|All,22038
"Blacksburg town, Virginia",2020,Virginia,7784,Male|public college/graduate school|All,14066
"Blacksburg town, Virginia",2020,Virginia,7784,Male|public college/graduate school|15 - 17,74
"Blacksburg town, Virginia",2020,Virginia,7784,Male|public college/graduate school|18 - 24,12487
"Blacksburg town, Virginia",2020,Virginia,7784,Male|public college/graduate school|25 - 34,1119
"Blacksburg town, Virginia",2020,Virginia,7784,Male|public college/graduate school|>= 35,386
"Blacksburg town, Virginia",2020,Virginia,7784,Male|private college/graduate school|All,447
"Blacksburg town, Virginia",2020,Virginia,7784,Male|private college/graduate school|15 - 17,0
"Blacksburg town, Virginia",2020,Virginia,7784,Male|private college/graduate school|18 - 24,158
"Blacksburg town, Virginia",2020,Virginia,7784,Male|private college/graduate school|25 - 34,239
"Blacksburg town, Virginia",2020,Virginia,7784,Male|private college/graduate school|>= 35,50
"Blacksburg town, Virginia",2020,Virginia,7784,Male|None|All,7525
"Blacksburg town, Virginia",2020,Virginia,7784,Male|None|15 - 17,298
"Blacksburg town, Virginia",2020,Virginia,7784,Male|None|18 - 24,1194
"Blacksburg town, Virginia",2020,Virginia,7784,Male|None|25 - 34,1288
"Blacksburg town, Virginia",2020,Virginia,7784,Male|None|>= 35,4745
"Blacksburg town, Virginia",2020,Virginia,7784,Female|All|All,18579
"Blacksburg town, Virginia",2020,Virginia,7784,Female|public college/graduate school|All,10465
"Blacksburg town, Virginia",2020,Virginia,7784,Female|public college/graduate school|15 - 17,72
"Blacksburg town, Virginia",2020,Virginia,7784,Female|public college/graduate school|18 - 24,9257
"Blacksburg town, Virginia",2020,Virginia,7784,Female|public college/graduate school|25 - 34,903
"Blacksburg town, Virginia",2020,Virginia,7784,Female|public college/graduate school|>= 35,233
"Blacksburg town, Virginia",2020,Virginia,7784,Female|private college/graduate school|All,380
"Blacksburg town, Virginia",2020,Virginia,7784,Female|private college/graduate school|15 - 17,0
"Blacksburg town, Virginia",2020,Virginia,7784,Female|private college/graduate school|18 - 24,154
"Blacksburg town, Virginia",2020,Virginia,7784,Female|private college/graduate school|25 - 34,189
"Blacksburg town, Virginia",2020,Virginia,7784,Female|private college/graduate school|>= 35,37
"Blacksburg town, Virginia",2020,Virginia,7784,Female|None|All,7734
"Blacksburg town, Virginia",2020,Virginia,7784,Female|None|15 - 17,389
"Blacksburg town, Virginia",2020,Virginia,7784,Female|None|18 - 24,582
"Blacksburg town, Virginia",2020,Virginia,7784,Female|None|25 - 34,1567
"Blacksburg town, Virginia",2020,Virginia,7784,Female|None|>= 35,5196
